Subject,Modality,Duration,Reproduction,Session,SessionTrial,Cumulative Trial
1,2,0.64,0.740341435,1,46,46
1,2,0.453085302,0.94731928,1,47,47
1,2,1.803765076,1.829426196,1,48,48
1,2,0.64,1.857018729,1,49,49
1,2,0.453085302,1.754772883,1,50,50
1,2,0.453085302,1.276302284,1,51,51
1,2,1.276967882,2.130663578,1,52,52
1,2,1.803765076,2.081551557,1,53,53
1,2,0.453085302,1.253031691,1,54,54
1,2,1.803765076,2.384168866,1,55,55
1,2,1.803765076,1.813021172,1,56,56
1,2,0.227080569,0.23812639,1,57,57
1,2,1.803765076,1.747917752,1,58,58
1,2,1.803765076,1.770481112,1,59,59
1,2,0.227080569,0.260254618,1,60,60
1,2,0.453085302,0.447669769,1,61,61
1,2,1.276967882,1.624875812,1,62,62
1,2,0.32075983,0.675801023,1,63,63
1,2,0.227080569,0.634384901,1,64,64
1,2,1.803765076,1.808419126,1,65,65
1,2,1.276967882,1.539676214,1,66,66
1,2,0.904024029,1.774013763,1,67,67
1,2,0.904024029,1.838229639,1,68,68
1,2,0.904024029,1.707727613,1,69,69
1,2,0.904024029,1.372108925,1,70,70
1,1,0.453085302,0.500306287,2,1,71
1,1,0.227080569,0.215229601,2,2,72
1,1,0.64,0.891606077,2,3,73
1,1,0.64,0.467191813,2,4,74
1,1,0.904024029,0.861803021,2,5,75
1,1,0.453085302,0.35921369,2,6,76
1,1,1.276967882,1.340934159,2,7,77
1,1,0.227080569,0.366653104,2,8,78
1,1,1.803765076,1.809153382,2,9,79
1,1,0.32075983,0.848876056,2,10,80
1,1,0.453085302,0.434625122,2,11,81
1,1,0.453085302,0.857147015,2,12,82
1,1,1.276967882,0.971403123,2,13,83
1,1,0.453085302,0.345104327,2,14,84
1,1,0.227080569,0.359938307,2,15,85
1,1,0.32075983,0.411819582,2,16,86
1,1,1.276967882,1.449297776,2,17,87
1,1,0.64,1.273512019,2,18,88
1,1,0.904024029,1.194282354,2,19,89
1,1,0.64,0.958340865,2,20,90
1,1,1.276967882,1.046723166,2,21,91
1,1,0.227080569,0.155327616,2,22,92
1,1,0.904024029,1.079524089,2,23,93
1,1,1.803765076,1.481151111,2,24,94
1,1,0.227080569,0.626167439,2,25,95
1,1,0.227080569,0.506872858,2,26,96
1,1,1.276967882,1.495269875,2,27,97
1,1,0.32075983,0.734690896,2,28,98
1,1,0.227080569,0.157515256,2,29,99
1,1,0.32075983,0.280865308,2,30,100
1,1,0.64,0.757361506,2,31,101
1,1,1.803765076,1.826505126,2,32,102
1,1,0.227080569,0.418573969,2,33,103
1,1,0.64,0.938134147,2,34,104
1,1,0.904024029,1.365999535,2,35,105
1,1,0.227080569,0.335318128,2,36,106
1,1,0.453085302,0.609122702,2,37,107
1,1,0.904024029,1.014381596,2,38,108
1,1,0.32075983,0.698287309,2,39,109
1,1,0.32075983,0.328200644,2,40,110
1,1,1.803765076,1.281908425,2,41,111
1,1,0.32075983,0.5161376,2,42,112
1,1,0.32075983,0.291324858,2,43,113
1,1,1.803765076,1.358210294,2,44,114
1,1,0.64,1.107300907,2,45,115
1,1,1.803765076,1.444476921,2,46,116
1,1,0.904024029,1.85649707,2,47,117
1,1,1.276967882,1.845826341,2,48,118
1,1,0.904024029,1.620045358,2,49,119
1,1,0.64,1.231568184,2,50,120
1,1,1.803765076,2.116591937,2,51,121
1,1,1.276967882,1.188688093,2,52,122
1,1,0.227080569,0.591543935,2,53,123
1,1,0.64,1.02409724,2,54,124
1,1,1.276967882,1.549842734,2,55,125
1,1,0.904024029,1.44245865,2,56,126
1,1,1.803765076,1.737093774,2,57,127
1,1,0.32075983,0.666800117,2,58,128
1,1,1.803765076,2.136447704,2,59,129
1,1,0.904024029,1.814651566,2,60,130
1,1,0.453085302,1.118608522,2,61,131
1,1,1.276967882,1.830563362,2,62,132
1,1,1.803765076,1.231236401,2,63,133
1,1,1.276967882,1.115757759,2,64,134
1,1,0.64,1.830563009,2,65,135
1,1,0.904024029,0.838638463,2,66,136
1,1,0.453085302,0.655266757,2,67,137
1,1,0.453085302,0.763499009,2,68,138
1,1,0.453085302,0.564624949,2,69,139
1,1,0.32075983,0.295492672,2,70,140
1,1,0.32075983,0.561894344,3,1,141
1,1,0.227080569,0.865978108,3,2,142
1,1,0.64,1.047204842,3,3,143
1,1,1.276967882,1.219036303,3,4,144
1,1,1.803765076,1.593577642,3,5,145
1,1,0.453085302,0.529455602,3,6,146
1,1,0.64,0.836899364,3,7,147
1,1,0.227080569,0.31053698,3,8,148
1,1,1.803765076,1.244968465,3,9,149
1,1,1.276967882,0.809809891,3,10,150
1,1,0.904024029,1.184657078,3,11,151
1,1,0.32075983,0.526049136,3,12,152
1,1,0.904024029,1.07939808,3,13,153
1,1,1.803765076,1.268957977,3,14,154
1,1,1.276967882,1.145975183,3,15,155
1,1,1.803765076,1.345315627,3,16,156
1,1,0.904024029,1.629585465,3,17,157
1,1,0.64,1.520051156,3,18,158
1,1,1.803765076,2.095516902,3,19,159
1,1,0.904024029,1.36788658,3,20,160
1,1,0.64,0.550418191,3,21,161
1,1,1.276967882,1.919344383,3,22,162
1,1,0.904024029,1.663520024,3,23,163
1,1,0.904024029,1.231827151,3,24,164
1,1,0.453085302,0.572923763,3,25,165
1,1,1.276967882,1.127538165,3,26,166
1,1,1.803765076,1.982961971,3,27,167
1,1,0.904024029,0.891007808,3,28,168
1,1,0.64,0.890142551,3,29,169
1,1,0.227080569,0.295966256,3,30,170
1,1,0.227080569,0.301989162,3,31,171
1,1,1.276967882,0.990391804,3,32,172
1,1,0.64,0.777568725,3,33,173
1,1,0.64,1.007944103,3,34,174
1,1,0.32075983,0.68675139,3,35,175
1,1,1.803765076,1.669682038,3,36,176
1,1,0.227080569,0.340414169,3,37,177
1,1,0.453085302,0.501361705,3,38,178
1,1,0.227080569,0.251020578,3,39,179
1,1,0.32075983,0.416190553,3,40,180
1,1,0.32075983,0.204091677,3,41,181
1,1,0.64,0.657385312,3,42,182
1,1,0.904024029,0.993081811,3,43,183
1,1,0.227080569,0.345989915,3,44,184
1,1,0.453085302,0.385780653,3,45,185
1,1,0.32075983,0.293674208,3,46,186
1,1,0.453085302,0.491193828,3,47,187
1,1,0.64,0.593332771,3,48,188
1,1,0.453085302,0.625095621,3,49,189
1,1,1.803765076,0.85173142,3,50,190
1,1,0.453085302,0.576147672,3,51,191
1,1,0.227080569,0.226727795,3,52,192
1,1,1.803765076,1.198506437,3,53,193
1,1,0.904024029,1.09148869,3,54,194
1,1,1.803765076,1.179888996,3,55,195
1,1,0.453085302,1.037297601,3,56,196
1,1,0.453085302,1.181940117,3,57,197
1,1,0.453085302,1.196516107,3,58,198
1,1,1.276967882,0.880132306,3,59,199
1,1,1.276967882,1.249108679,3,60,200
1,1,0.904024029,1.46952867,3,61,201
1,1,1.276967882,1.117309378,3,62,202
1,1,0.32075983,0.372215604,3,63,203
1,1,0.32075983,0.510099116,3,64,204
1,1,0.227080569,0.306585557,3,65,205
1,1,1.276967882,1.527562527,3,66,206
1,1,0.227080569,0.313481343,3,67,207
1,1,0.64,1.054403429,3,68,208
1,1,0.32075983,1.077701955,3,69,209
1,1,0.32075983,0.683634378,3,70,210
1,2,0.64,1.088179433,4,1,211
1,2,0.64,0.684929887,4,2,212
1,2,0.904024029,1.145667018,4,3,213
1,2,1.276967882,1.506294583,4,4,214
1,2,0.453085302,0.598126469,4,5,215
1,2,0.64,0.871609231,4,6,216
1,2,0.453085302,0.351422277,4,7,217
1,2,1.276967882,1.397636458,4,8,218
1,2,0.453085302,0.738414712,4,9,219
1,2,0.64,0.826759938,4,10,220
1,2,0.453085302,0.823021904,4,11,221
1,2,0.32075983,0.412501034,4,12,222
1,2,1.276967882,1.24116339,4,13,223
1,2,0.453085302,0.764857912,4,14,224
1,2,1.276967882,1.455269272,4,15,225
1,2,0.227080569,0.330716254,4,16,226
1,2,0.904024029,0.950794203,4,17,227
1,2,0.32075983,0.631969206,4,18,228
1,2,1.276967882,1.389006797,4,19,229
1,2,1.803765076,1.520796423,4,20,230
1,2,0.904024029,1.278161249,4,21,231
1,2,0.904024029,1.2982021,4,22,232
1,2,0.904024029,1.18387944,4,23,233
1,2,0.453085302,1.126203442,4,24,234
1,2,0.904024029,1.156781756,4,25,235
1,2,0.453085302,1.208670953,4,26,236
1,2,0.227080569,0.50858206,4,27,237
1,2,1.803765076,1.150115297,4,28,238
1,2,0.227080569,0.185820403,4,29,239
1,2,0.227080569,0.283399275,4,30,240
1,2,0.904024029,1.266604675,4,31,241
1,2,0.453085302,0.395312296,4,32,242
1,2,1.276967882,1.336553698,4,33,243
1,2,0.904024029,1.199877791,4,34,244
1,2,0.32075983,0.765237619,4,35,245
1,2,1.276967882,1.378925982,4,36,246
1,2,0.32075983,0.586131205,4,37,247
1,2,0.64,0.927786112,4,38,248
1,2,0.904024029,1.473104407,4,39,249
1,2,1.803765076,1.934033734,4,40,250
1,2,0.32075983,0.687446191,4,41,251
1,2,0.32075983,0.698347346,4,42,252
1,2,0.64,1.303673736,4,43,253
1,2,0.32075983,0.512718996,4,44,254
1,2,0.64,1.075582168,4,45,255
1,2,0.227080569,0.407017982,4,46,256
1,2,0.227080569,0.372965852,4,47,257
1,2,0.904024029,1.247719311,4,48,258
1,2,1.803765076,1.72282935,4,49,259
1,2,0.453085302,0.766997055,4,50,260
1,2,0.32075983,0.970683414,4,51,261
1,2,0.453085302,1.111271568,4,52,262
1,2,0.64,1.377748682,4,53,263
1,2,0.227080569,0.455890963,4,54,264
1,2,1.803765076,1.837936778,4,55,265
1,2,0.32075983,0.992980007,4,56,266
1,2,1.276967882,1.485475769,4,57,267
1,2,1.276967882,1.391549507,4,58,268
1,2,0.64,1.158122397,4,59,269
1,2,1.803765076,1.525820726,4,60,270
1,2,0.64,1.026829988,4,61,271
1,2,1.803765076,1.396324316,4,62,272
1,2,0.227080569,0.612727325,4,63,273
1,2,0.227080569,0.736762149,4,64,274
1,2,0.32075983,0.279659934,4,65,275
1,2,1.803765076,1.756458248,4,66,276
1,2,1.803765076,1.337808316,4,67,277
1,2,1.276967882,1.140322768,4,68,278
1,2,0.227080569,0.43684785,4,69,279
1,2,1.803765076,1.52905214,4,70,280
1,2,1.803765076,1.623683248,5,1,281
1,2,0.453085302,0.577159358,5,2,282
1,2,0.32075983,0.356371791,5,3,283
1,2,1.803765076,1.586153875,5,4,284
1,2,1.276967882,1.203312634,5,5,285
1,2,1.803765076,1.442387683,5,6,286
1,2,0.904024029,0.936772229,5,7,287
1,2,0.227080569,0.589318034,5,8,288
1,2,1.803765076,1.434998801,5,9,289
1,2,0.453085302,0.682937623,5,10,290
1,2,0.453085302,0.895993687,5,11,291
1,2,0.453085302,0.834062554,5,12,292
1,2,0.904024029,0.991094388,5,13,293
1,2,0.227080569,0.221501738,5,14,294
1,2,0.227080569,0.223090312,5,15,295
1,2,0.904024029,1.511397711,5,16,296
1,2,0.227080569,0.521443466,5,17,297
1,2,0.227080569,0.486840815,5,18,298
1,2,1.276967882,1.378724361,5,19,299
1,2,0.904024029,1.09644812,5,20,300
1,2,1.803765076,1.464064674,5,21,301
1,2,0.32075983,0.600106111,5,22,302
1,2,0.64,0.8074894,5,23,303
1,2,0.64,0.89736647,5,24,304
1,2,1.803765076,1.730731849,5,25,305
1,2,0.904024029,1.010382607,5,26,306
1,2,0.453085302,0.306729986,5,27,307
1,2,1.276967882,1.344573749,5,28,308
1,2,0.227080569,0.237609392,5,29,309
1,2,1.276967882,1.367847979,5,30,310
1,2,1.803765076,1.948823152,5,31,311
1,2,0.227080569,0.185865507,5,32,312
1,2,0.904024029,0.896079484,5,33,313
1,2,1.276967882,1.110631247,5,34,314
1,2,0.64,0.325963922,5,35,315
1,2,1.276967882,0.939899797,5,36,316
1,2,0.64,0.456752047,5,37,317
1,2,1.803765076,1.338028013,5,38,318
1,2,1.276967882,1.26375618,5,39,319
1,2,0.32075983,0.42741885,5,40,320
1,2,0.32075983,0.482651439,5,41,321
1,2,0.904024029,1.227211696,5,42,322
1,2,0.904024029,1.050712794,5,43,323
1,2,0.32075983,0.597890857,5,44,324
1,2,0.904024029,1.1508473,5,45,325
1,2,0.32075983,0.52450531,5,46,326
1,2,1.276967882,1.491920748,5,47,327
1,2,0.64,0.789815636,5,48,328
1,2,1.276967882,1.930181394,5,49,329
1,2,0.453085302,0.453502356,5,50,330
1,2,0.453085302,0.492362986,5,51,331
1,2,0.32075983,0.505348586,5,52,332
1,2,0.64,0.994404191,5,53,333
1,2,1.276967882,1.160226304,5,54,334
1,2,0.64,0.770899957,5,55,335
1,2,0.227080569,0.468771452,5,56,336
1,2,0.453085302,0.735172214,5,57,337
1,2,0.227080569,0.222307617,5,58,338
1,2,0.453085302,0.747485005,5,59,339
1,2,0.64,1.189785874,5,60,340
1,2,0.32075983,0.318780834,5,61,341
1,2,0.904024029,1.197928916,5,62,342
1,2,0.32075983,0.769435778,5,63,343
1,2,0.64,0.971632098,5,64,344
1,2,1.803765076,1.779355608,5,65,345
1,2,0.32075983,1.120006924,5,66,346
1,2,0.453085302,1.3718016,5,67,347
1,2,1.803765076,1.347359187,5,68,348
1,2,0.227080569,0.525310828,5,69,349
1,2,0.64,1.168766365,5,70,350
1,1,1.803765076,1.943460629,6,1,351
1,1,0.32075983,0.627906325,6,2,352
1,1,1.276967882,1.184850857,6,3,353
1,1,0.227080569,0.616723224,6,4,354
1,1,0.32075983,0.773291506,6,5,355
1,1,1.276967882,1.165488843,6,6,356
1,1,0.453085302,0.904502176,6,7,357
1,1,1.276967882,0.913747551,6,8,358
1,1,0.64,0.966274222,6,9,359
1,1,0.32075983,0.525197236,6,10,360
1,1,0.64,1.188743095,6,11,361
1,1,1.276967882,1.432990053,6,12,362
1,1,0.64,1.00069756,6,13,363
1,1,0.64,0.846698742,6,14,364
1,1,1.276967882,1.32686048,6,15,365
1,1,0.64,1.34309959,6,16,366
1,1,0.904024029,1.551352532,6,17,367
1,1,0.227080569,0.31877019,6,18,368
1,1,0.453085302,0.812141579,6,19,369
1,1,0.64,1.083281488,6,20,370
1,1,1.276967882,1.29808178,6,21,371
1,1,0.227080569,0.249707186,6,22,372
1,1,0.64,1.066758052,6,23,373
1,1,0.904024029,1.173739455,6,24,374
1,1,0.32075983,1.016879733,6,25,375
1,1,0.453085302,1.26068275,6,26,376
1,1,0.227080569,1.293440511,6,27,377
1,1,0.904024029,1.417710681,6,28,378
1,1,1.803765076,1.576927012,6,29,379
1,1,1.803765076,1.446676202,6,30,380
1,1,0.453085302,1.153413658,6,31,381
1,1,1.276967882,1.592153818,6,32,382
1,1,1.276967882,1.441539376,6,33,383
1,1,0.904024029,1.446777058,6,34,384
1,1,0.64,0.979951013,6,35,385
1,1,1.803765076,1.716449462,6,36,386
1,1,1.803765076,1.463886341,6,37,387
1,1,0.453085302,0.870111577,6,38,388
1,1,1.803765076,1.188372675,6,39,389
1,1,0.64,1.391199106,6,40,390
1,1,1.803765076,1.5844153,6,41,391
1,1,0.453085302,1.3628654,6,42,392
1,1,0.32075983,0.999345924,6,43,393
1,1,0.453085302,1.200961036,6,44,394
1,1,0.227080569,0.659033179,6,45,395
1,1,0.904024029,1.017577498,6,46,396
1,1,0.453085302,1.221610603,6,47,397
1,1,0.32075983,0.78006275,6,48,398
1,1,0.904024029,1.07235346,6,49,399
1,1,0.904024029,1.309834049,6,50,400
1,1,1.803765076,1.24178854,6,51,401
1,1,0.32075983,1.688588946,6,52,402
1,1,0.227080569,0.580787685,6,53,403
1,1,0.227080569,0.775063631,6,54,404
1,1,0.453085302,1.516452429,6,55,405
1,1,0.64,0.698514392,6,56,406
1,1,0.227080569,0.239872382,6,57,407
1,1,0.32075983,0.204944962,6,58,408
1,1,0.904024029,0.969232748,6,59,409
1,1,0.32075983,0.245551233,6,60,410
1,1,0.453085302,0.770568535,6,61,411
1,1,0.32075983,0.318423777,6,62,412
1,1,0.227080569,0.182380414,6,63,413
1,1,0.904024029,0.955477161,6,64,414
1,1,1.276967882,1.096725379,6,65,415
1,1,1.803765076,1.528192525,6,66,416
1,1,1.276967882,1.319455377,6,67,417
1,1,0.227080569,0.214025513,6,68,418
1,1,0.904024029,1.321066807,6,69,419
1,1,1.803765076,1.557285557,6,70,420
5,2,0.64,0.964976261,1,1,1
5,2,0.904024029,0.965708328,1,2,2
5,2,0.227080569,0.258419463,1,3,3
5,2,1.276967882,1.326836652,1,4,4
5,2,1.803765076,1.777960776,1,5,5
5,2,1.276967882,1.396871736,1,6,6
5,2,1.276967882,1.295180461,1,7,7
5,2,0.453085302,0.664168371,1,8,8
5,2,0.904024029,0.956841796,1,9,9
5,2,0.32075983,0.443793657,1,10,10
5,2,1.276967882,1.208661455,1,11,11
5,2,0.64,0.763455399,1,12,12
5,2,0.904024029,0.95049787,1,13,13
5,2,0.32075983,0.505978353,1,14,14
5,2,0.453085302,0.375402905,1,15,15
5,2,0.64,0.600128155,1,16,16
5,2,1.276967882,1.380750296,1,17,17
5,2,1.803765076,2.088989863,1,18,18
5,2,0.32075983,0.56763991,1,19,19
5,2,0.904024029,1.642595518,1,20,20
5,2,1.803765076,1.906969203,1,21,21
5,2,0.453085302,0.569066329,1,22,22
5,2,0.32075983,0.346166554,1,23,23
5,2,1.803765076,2.14234153,1,24,24
5,2,1.803765076,1.965451674,1,25,25
5,2,0.453085302,0.722361718,1,26,26
5,2,1.276967882,1.442676475,1,27,27
5,2,0.904024029,1.02784519,1,28,28
5,2,1.803765076,2.298164341,1,29,29
5,2,0.64,1.022104313,1,30,30
5,2,1.803765076,2.128278577,1,31,31
5,2,1.803765076,2.042848484,1,32,32
5,2,0.227080569,0.433395747,1,33,33
5,2,0.64,0.819922186,1,34,34
5,2,0.453085302,0.537557935,1,35,35
5,2,0.904024029,0.842365831,1,36,36
5,2,1.276967882,1.226236867,1,37,37
5,2,0.64,0.879283636,1,38,38
5,2,0.227080569,0.329045587,1,39,39
5,2,1.803765076,1.386805331,1,40,40
5,2,0.64,0.735351647,1,41,41
5,2,0.453085302,0.555905863,1,42,42
5,2,0.32075983,0.311792767,1,43,43
5,2,0.227080569,0.319179242,1,44,44
5,2,0.453085302,0.382089233,1,45,45
5,2,1.803765076,1.794924979,1,46,46
5,2,1.276967882,1.335774064,1,47,47
5,2,0.904024029,1.16074954,1,48,48
5,2,0.227080569,0.370066123,1,49,49
5,2,0.904024029,0.997716126,1,50,50
5,2,0.227080569,0.425520905,1,51,51
5,2,0.904024029,1.050275154,1,52,52
5,2,0.32075983,0.46831721,1,53,53
5,2,0.227080569,0.36034579,1,54,54
5,2,0.227080569,0.29071924,1,55,55
5,2,0.227080569,0.302592156,1,56,56
5,2,0.32075983,0.310175655,1,57,57
5,2,0.32075983,0.480011138,1,58,58
5,2,0.32075983,0.506687694,1,59,59
5,2,0.64,0.852872776,1,60,60
5,2,0.64,1.006618067,1,61,61
5,2,0.453085302,0.634152082,1,62,62
5,2,0.64,1.039339605,1,63,63
5,2,1.276967882,1.514473297,1,64,64
5,2,0.32075983,0.785758335,1,65,65
5,2,0.453085302,0.675962666,1,66,66
5,2,1.276967882,1.575551693,1,67,67
5,2,0.227080569,0.399968905,1,68,68
5,2,0.453085302,0.631194267,1,69,69
5,2,0.904024029,1.255464847,1,70,70
5,1,1.276967882,0.738971543,2,1,71
5,1,1.803765076,1.348184907,2,2,72
5,1,0.904024029,0.73092536,2,3,73
5,1,0.32075983,0.318342308,2,4,74
5,1,1.276967882,1.004196736,2,5,75
5,1,0.227080569,0.310862034,2,6,76
5,1,0.64,0.499917421,2,7,77
5,1,1.276967882,0.758210382,2,8,78
5,1,0.227080569,0.324623703,2,9,79
5,1,0.904024029,0.611610813,2,10,80
5,1,0.227080569,0.385725704,2,11,81
5,1,0.64,0.569786091,2,12,82
5,1,0.32075983,0.298833019,2,13,83
5,1,0.32075983,0.320813113,2,14,84
5,1,0.453085302,0.387980546,2,15,85
5,1,1.803765076,1.723978595,2,16,86
5,1,0.453085302,0.433555926,2,17,87
5,1,0.32075983,0.43466393,2,18,88
5,1,1.803765076,1.488045162,2,19,89
5,1,1.803765076,1.617795678,2,20,90
5,1,0.453085302,0.27759502,2,21,91
5,1,0.32075983,0.288323863,2,22,92
5,1,0.453085302,0.282252815,2,23,93
5,1,0.64,0.464265065,2,24,94
5,1,0.904024029,0.69151931,2,25,95
5,1,0.904024029,1.019582819,2,26,96
5,1,1.276967882,1.095083389,2,27,97
5,1,0.227080569,0.263249108,2,28,98
5,1,0.904024029,0.702977958,2,29,99
5,1,0.453085302,0.279036981,2,30,100
5,1,0.64,0.550914746,2,31,101
5,1,0.904024029,0.835108079,2,32,102
5,1,1.276967882,1.016956707,2,33,103
5,1,0.904024029,0.958270003,2,34,104
5,1,0.64,0.614283314,2,35,105
5,1,0.32075983,0.433337005,2,36,106
5,1,0.227080569,0.3396666,2,37,107
5,1,0.227080569,0.249956978,2,38,108
5,1,0.32075983,0.245131923,2,39,109
5,1,0.64,0.729057832,2,40,110
5,1,0.227080569,0.302998474,2,41,111
5,1,1.276967882,0.937254735,2,42,112
5,1,0.904024029,1.033302447,2,43,113
5,1,0.227080569,0.291799344,2,44,114
5,1,1.803765076,1.871789799,2,45,115
5,1,0.32075983,0.423386665,2,46,116
5,1,1.276967882,1.013083728,2,47,117
5,1,1.276967882,1.568147596,2,48,118
5,1,0.904024029,0.910874965,2,49,119
5,1,0.64,0.598752845,2,50,120
5,1,0.32075983,0.290758372,2,51,121
5,1,0.453085302,0.381575671,2,52,122
5,1,0.453085302,0.415635261,2,53,123
5,1,0.227080569,0.203212047,2,54,124
5,1,0.453085302,0.231425257,2,55,125
5,1,1.803765076,1.118997239,2,56,126
5,1,1.803765076,1.585486947,2,57,127
5,1,0.64,0.509185172,2,58,128
5,1,1.803765076,1.672056032,2,59,129
5,1,0.453085302,0.562799344,2,60,130
5,1,0.904024029,0.915208095,2,61,131
5,1,0.227080569,0.377288804,2,62,132
5,1,0.64,0.532490045,2,63,133
5,1,0.64,0.439941708,2,64,134
5,1,1.276967882,0.80145857,2,65,135
5,1,0.32075983,0.358833135,2,66,136
5,1,0.453085302,0.387868082,2,67,137
5,1,1.276967882,0.896471544,2,68,138
5,1,1.803765076,0.941924347,2,69,139
5,1,1.803765076,1.021429788,2,70,140
5,2,0.64,0.769532973,3,1,141
5,2,1.803765076,1.477459758,3,2,142
5,2,0.227080569,0.427042069,3,3,143
5,2,0.32075983,0.416850549,3,4,144
5,2,1.803765076,1.787990801,3,5,145
5,2,1.803765076,1.831971769,3,6,146
5,2,0.453085302,0.60776388,3,7,147
5,2,0.453085302,0.658935064,3,8,148
5,2,0.64,0.803430755,3,9,149
5,2,0.904024029,1.099821241,3,10,150
5,2,1.803765076,1.577720698,3,11,151
5,2,0.904024029,0.802445772,3,12,152
5,2,0.32075983,0.449914281,3,13,153
5,2,1.276967882,1.239444613,3,14,154
5,2,0.32075983,0.514964211,3,15,155
5,2,1.276967882,1.419466064,3,16,156
5,2,0.64,0.952118279,3,17,157
5,2,0.32075983,0.580760156,3,18,158
5,2,0.904024029,1.256442449,3,19,159
5,2,0.32075983,0.560135843,3,20,160
5,2,0.32075983,0.4555018,3,21,161
5,2,0.64,1.246490761,3,22,162
5,2,0.227080569,0.485309361,3,23,163
5,2,1.803765076,1.715024251,3,24,164
5,2,0.64,0.860444403,3,25,165
5,2,1.276967882,1.39459122,3,26,166
5,2,1.276967882,1.281143009,3,27,167
5,2,0.453085302,0.668250952,3,28,168
5,2,0.453085302,0.918253222,3,29,169
5,2,0.32075983,0.324450855,3,30,170
5,2,0.227080569,0.172078225,3,31,171
5,2,1.276967882,1.138471616,3,32,172
5,2,0.64,0.939026171,3,33,173
5,2,0.453085302,0.692113555,3,34,174
5,2,0.227080569,0.385896281,3,35,175
5,2,0.453085302,0.54178485,3,36,176
5,2,0.904024029,1.106509586,3,37,177
5,2,0.64,0.929534663,3,38,178
5,2,0.64,0.787557795,3,39,179
5,2,0.904024029,1.022587119,3,40,180
5,2,0.64,0.94114858,3,41,181
5,2,0.453085302,0.898212689,3,42,182
5,2,1.276967882,1.313854274,3,43,183
5,2,1.803765076,1.665466538,3,44,184
5,2,0.227080569,0.34947051,3,45,185
5,2,1.276967882,1.378870052,3,46,186
5,2,1.803765076,1.760776635,3,47,187
5,2,0.453085302,0.569209214,3,48,188
5,2,0.227080569,0.337300357,3,49,189
5,2,0.64,1.677338433,3,50,190
5,2,0.227080569,0.574629903,3,51,191
5,2,0.227080569,0.414411347,3,52,192
5,2,0.32075983,0.534945987,3,53,193
5,2,1.803765076,1.812220696,3,54,194
5,2,0.32075983,0.7691608,3,55,195
5,2,0.32075983,0.694422775,3,56,196
5,2,1.803765076,2.102781112,3,57,197
5,2,1.276967882,1.227951085,3,58,198
5,2,0.453085302,0.585278853,3,59,199
5,2,0.227080569,0.432728358,3,60,200
5,2,0.227080569,0.381925999,3,61,201
5,2,1.276967882,1.364166525,3,62,202
5,2,0.904024029,1.078091734,3,63,203
5,2,1.276967882,1.188394425,3,64,204
5,2,0.904024029,0.828403355,3,65,205
5,2,0.904024029,0.962100601,3,66,206
5,2,0.904024029,1.390632766,3,67,207
5,2,0.453085302,0.639043968,3,68,208
5,2,1.803765076,1.709104524,3,69,209
5,2,0.904024029,1.108258891,3,70,210
5,1,0.64,0.544436304,4,1,211
5,1,1.803765076,1.743941234,4,2,212
5,1,0.904024029,1.17409562,4,3,213
5,1,1.276967882,1.486541695,4,4,214
5,1,0.453085302,0.829305557,4,5,215
5,1,1.276967882,1.548165769,4,6,216
5,1,0.904024029,1.15623143,4,7,217
5,1,0.32075983,0.414360112,4,8,218
5,1,0.904024029,0.95651375,4,9,219
5,1,1.276967882,1.290764909,4,10,220
5,1,0.64,0.968141588,4,11,221
